"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q1",2.645154358,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q2",2.714868241,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q3",2.438918272,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.190261858,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q1",1.929768973,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q2",1.749521058,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q3",1.63349383,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q4",2.136663118,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.230620828,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.579225819,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q3",2.981036135,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q4",2.986058488,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.887474934,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.784178183,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.250995538,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q4",1.634447274,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q1",1.663555867,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q2",1.629678309,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.876368947,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q4",1.675487381,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-0.536023882,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-11.312382137,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-3.455341951,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-2.500698259,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q1",-0.090850372,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q2",13.336452729,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q3",4.813104263,
"OECD","QGDP","TOT","PC_CHGPY","Q","2021-Q4",5.15335629,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q1",4.594864928,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q2",3.297294721,
"OECD","QGDP","TOT","PC_CHGPY","Q","2022-Q3",3.3,
"TUR","QGDP","TOT","PC_CHGPP","A","1999",-3.263168697,
"TUR","QGDP","TOT","PC_CHGPP","A","2000",6.933239833,
"TUR","QGDP","TOT","PC_CHGPP","A","2001",-5.750006476,
"TUR","QGDP","TOT","PC_CHGPP","A","2002",6.447721915,
"TUR","QGDP","TOT","PC_CHGPP","A","2003",5.763206248,
"TUR","QGDP","TOT","PC_CHGPP","A","2004",9.795936407,
"TUR","QGDP","TOT","PC_CHGPP","A","2005",8.992305021,
"TUR","QGDP","TOT","PC_CHGPP","A","2006",6.947987774,
"TUR","QGDP","TOT","PC_CHGPP","A","2007",5.043508088,
"TUR","QGDP","TOT","PC_CHGPP","A","2008",0.815024592,
"TUR","QGDP","TOT","PC_CHGPP","A","2009",-4.823154055,
"TUR","QGDP","TOT","PC_CHGPP","A","2010",8.427104437,
"TUR","QGDP","TOT","PC_CHGPP","A","2011",11.20011056,
"TUR","QGDP","TOT","PC_CHGPP","A","2012",4.788492652,
"TUR","QGDP","TOT","PC_CHGPP","A","2013",8.485817023,
"TUR","QGDP","TOT","PC_CHGPP","A","2014",4.939715133,
"TUR","QGDP","TOT","PC_CHGPP","A","2015",6.084487003,
"TUR","QGDP","TOT","PC_CHGPP","A","2016",3.323084167,
"TUR","QGDP","TOT","PC_CHGPP","A","2017",7.501997437,
"TUR","QGDP","TOT","PC_CHGPP","A","2018",2.979885265,
"TUR","QGDP","TOT","PC_CHGPP","A","2019",0.889585161,
"TUR","QGDP","TOT","PC_CHGPP","A","2020",1.832953917,
"TUR","QGDP","TOT","PC_CHGPP","A","2021",11.353496402,
"GRC","QGDP","TOT","PC_CHGPP","A","1961",11.149556163,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1962",1.533500638,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1963",10.1360619,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1964",8.258337142,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1965",9.392667369,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1966",6.099201078,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1967",5.48110652,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1968",6.664490313,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1969",9.899628725,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1970",7.954759088,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1971",7.842764409,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1972",10.159237799,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1973",8.091400817,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1974",-6.438929739,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1975",6.368498608,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1976",6.850727813,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1977",2.943083106,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1978",7.244612371,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1979",3.283444463,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1980",0.678008928,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1981",-1.556029615,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1982",-1.13023157,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1983",-1.078258627,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1984",2.006681698,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1985",2.513202726,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1986",0.514746511,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1987",-2.256757874,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1988",4.287889039,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1989",3.798961966,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1990",0.000390642,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1991",3.10168366,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1992",0.697154549,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1993",-1.599127065,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1994",1.999847048,"E"
"GRC","QGDP","TOT","PC_CHGPP","A","1995",2.099813496,
"GRC","QGDP","TOT","PC_CHGPP","A","1996",2.862128889,
"GRC","QGDP","TOT","PC_CHGPP","A","1997",4.484199131,
"GRC","QGDP","TOT","PC_CHGPP","A","1998",3.894904782,
"GRC","QGDP","TOT","PC_CHGPP","A","1999",3.072596667,
"GRC","QGDP","TOT","PC_CHGPP","A","2000",3.919770754,
"GRC","QGDP","TOT","PC_CHGPP","A","2001",4.131612053,
"GRC","QGDP","TOT","PC_CHGPP","A","2002",3.922871841,
"GRC","QGDP","TOT","PC_CHGPP","A","2003",5.79453126,
"GRC","QGDP","TOT","PC_CHGPP","A","2004",5.060992579,
"GRC","QGDP","TOT","PC_CHGPP","A","2005",0.599224801,
"GRC","QGDP","TOT","PC_CHGPP","A","2006",5.652433691,
"GRC","QGDP","TOT","PC_CHGPP","A","2007",3.27374689,
"GRC","QGDP","TOT","PC_CHGPP","A","2008",-0.335172588,
"GRC","QGDP","TOT","PC_CHGPP","A","2009",-4.300733648,
"GRC","QGDP","TOT","PC_CHGPP","A","2010",-5.478649134,"B"
"GRC","QGDP","TOT","PC_CHGPP","A","2011",-10.149314549,
"GRC","QGDP","TOT","PC_CHGPP","A","2012",-7.08669691,
"GRC","QGDP","TOT","PC_CHGPP","A","2013",-2.515997046,
"GRC","QGDP","TOT","PC_CHGPP","A","2014",0.475695568,
"GRC","QGDP","TOT","PC_CHGPP","A","2015",-0.196087496,
"GRC","QGDP","TOT","PC_CHGPP","A","2016",-0.487173037,
"GRC","QGDP","TOT","PC_CHGPP","A","2017",1.092148951,
"GRC","QGDP","TOT","PC_CHGPP","A","2018",1.668426634,
"GRC","QGDP","TOT","PC_CHGPP","A","2019",1.803595498,"P"
"GRC","QGDP","TOT","PC_CHGPP","A","2020",-9.019126335,"P"
"GRC","QGDP","TOT","PC_CHGPP","A","2021",8.336100499,"P"
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q2",1.124941823,
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q3",3.732950906,
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q4",-0.961804454,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.036881997,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.556129084,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.249237213,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.833034076,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-1.968491688,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.67838296,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.004238598,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q4",-1.152290467,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.181706369,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.510080713,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.02205838,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.413601974,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.05782202,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.395147664,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.168724404,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.220764124,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.415950315,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.515835729,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.534132728,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.262486481,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.412109857,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.348615464,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.347748719,
"BRA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.010163886,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.447978161,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.830314636,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.934986381,
"BRA","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.03860583,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.385159196,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.770668641,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.2492307,
"BRA","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.769053469,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.823991328,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.186305998,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q3",-0.654208224,
"BRA","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.24381863,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.701673587,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.272723213,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.603146403,
"BRA","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.1947316,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.965644194,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.625296038,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.97813232,
"BRA","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.579871453,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.230820586,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q2",2.095215258,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q3",1.575990879,
"BRA","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.767030185,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.395258846,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.790765476,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.351365588,
"BRA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.558103297,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.135050568,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.209657653,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.900968973,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.389791061,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.432717864,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.941314995,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.200885996,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.829315245,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.298996136,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.73671082,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.708277628,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.02073909,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.549012005,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.448459858,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.443443616,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.128333463,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.875798613,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.504998588,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",-0.028814091,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.510882268,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.797011025,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-2.377950792,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-1.5876823,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.793795159,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-1.513632124,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.370171361,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.50059685,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",-0.217837335,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.100113239,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.773565044,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.312207756,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.405663296,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.633744523,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.051826324,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.03320375,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.344215146,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.409178596,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.559886854,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.106705147,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.351032885,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.360867171,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.964624183,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.990937354,
"BRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.174789477,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.067717949,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.279217622,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.059429286,
"BRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.774884719,
"BRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.122360949,
"BRA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.232528301,
"NLD","QGDP","TOT","PC_CHGPP","Q","1960-Q2",2.334749088,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1960-Q3",-1.710530287,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1960-Q4",1.112932285,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1961-Q1",0.347489188,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1961-Q2",-1.393059879,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1961-Q3",0.117012238,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1961-Q4",1.605198657,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1962-Q1",2.720944794,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1962-Q2",2.087974212,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1962-Q3",3.147562475,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1962-Q4",-0.341937111,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1963-Q1",-6.27285825,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1963-Q2",8.940364184,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.402534165,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.105748604,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1964-Q1",1.337372026,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1964-Q2",0.864344699,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.889446915,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1964-Q4",1.049790249,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1965-Q1",2.887565198,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1965-Q2",-1.022037609,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1965-Q3",0.899899217,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1965-Q4",2.673000952,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-2.7211587,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1966-Q2",2.951838813,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.051649338,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.328501142,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1967-Q1",1.364118813,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1967-Q2",1.022579153,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.662570181,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1967-Q4",0.912321876,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1968-Q1",3.305850221,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1968-Q2",0.110424316,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1968-Q3",0.596632224,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1968-Q4",3.344473898,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1969-Q1",0.365411807,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1969-Q2",1.565815092,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1969-Q3",2.325832786,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1969-Q4",3.002685485,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-1.492127041,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1970-Q2",2.729327461,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1970-Q3",1.530088662,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1970-Q4",2.075317548,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.488355633,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1971-Q2",0.85825148,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1971-Q3",0.674313443,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1971-Q4",-1.106227566,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1972-Q1",2.850949081,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1972-Q2",0.460245494,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1972-Q3",0.151999372,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.243391832,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.158903435,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1973-Q2",-0.328806944,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1973-Q3",-0.72573153,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1973-Q4",3.903124023,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1974-Q1",0.575004502,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.146852459,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.7879786,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-1.385399516,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-1.96350355,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1975-Q2",1.370993416,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.569855485,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1975-Q4",3.81341154,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.188830121,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.099520108,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1976-Q3",3.533003443,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1976-Q4",-1.692871864,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1977-Q1",1.21384212,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.013692467,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.825347154,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.997051521,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.253524373,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.183915093,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1978-Q3",0.935097717,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.756247277,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-4.905976541,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1979-Q2",5.824767499,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.740055504,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.53902663,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1980-Q1",-0.057878744,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-1.851382655,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.671178065,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1980-Q4",2.32044404,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.963370163,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.025646662,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1981-Q3",-0.914354821,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.079519186,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.93868953,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1982-Q2",-2.432907407,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1982-Q3",1.108880425,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1982-Q4",-2.100653207,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.832132838,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1983-Q2",2.716420716,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.47510981,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1983-Q4",-0.701583523,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.676444412,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.058949625,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.093892434,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.183878781,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.368847396,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1985-Q2",1.972851315,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1985-Q3",-0.974238714,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1985-Q4",2.446499155,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.176768535,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1986-Q2",1.732328888,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.253506563,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1986-Q4",-1.274309195,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.239278793,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.642375645,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.146136544,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1987-Q4",0.814297627,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.131301948,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.76187219,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1988-Q3",0.851588504,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1988-Q4",0.930330374,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.517731509,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.245802409,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1989-Q3",0.87768189,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.80527414,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.253436712,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1990-Q2",0.83691369,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1990-Q3",1.362324985,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.792733374,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-0.406317571,"E"
"NLD","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.172009654,"E"
